Id_Incidente,Fecha,Hora,Ciudad,Latitud,Longitud,Tipo_Incidencia,Tipo_Vehiculo,Proveedor,Distancia_km,Tiempo_Respuesta_min,Medio_Retorno,Costo_EUR,Resuelto,SLA_45min_Incumplido,Satisfaccion_1a5,Notas
180,2024-09-24,15:58,Bilbao,43.34199,-2.94108,Neumático,Turismo,Proveedor C,5.0,51.2,Taxi,24.08,Sí,Sí,4.3,
181,2025-02-20,23:25,Oviedo,43.3467,-5.878,Batería,Turismo,Proveedor B,7.1,28.3,Retorno Domicilio,26.56,Sí,No,4.4,
182,2024-11-24,23:13,Madrid,40.28895,-3.66683,Neumático,Turismo,Proveedor A,16.0,19.2,Taxi,28.4,Sí,No,5.0,
183,2024-11-27,23:18,Barcelona,41.3028,2.10862,Batería,Turismo,Proveedor A,9.8,48.0,Taxi,33.95,Sí,Sí,4.3,
184,2024-10-08,22:58,Madrid,40.42163,-3.80966,Caja de cambios,SUV,Proveedor D,29.4,51.0,Grúa,212.91,Sí,Sí,1.8,
185,2024-11-29,10:26,Bilbao,43.2828,-2.92297,Batería,Turismo,Proveedor C,14.4,24.5,N/A Reparado in-situ,13.4,Sí,No,5.0,
186,2024-12-21,12:26,Málaga,36.75661,-4.4906,Motor,SUV,Proveedor D,30.4,14.4,Grúa,188.5,No,No,4.7,
187,2025-04-08,09:04,Barcelona,41.50102,2.12582,Combustible,SUV,Proveedor B,27.3,26.2,Grúa,85.05,Sí,No,4.7,
188,2025-06-05,15:19,Sevilla,37.42404,-5.95216,Neumático,Turismo,Proveedor B,12.5,21.1,Taxi,21.1,Sí,No,5.0,
189,2025-03-07,09:33,Sevilla,37.52264,-5.78975,Combustible,Turismo,Proveedor C,0.0,41.6,Grúa,37.45,Sí,No,4.5,
190,2025-05-06,11:36,Sevilla,37.3024,-5.83943,Combustible,Turismo,Proveedor A,17.7,27.0,Taxi,15.59,Sí,No,4.8,
191,2025-08-08,23:29,Oviedo,43.31403,-5.83111,Motor,SUV,Proveedor C,13.4,26.4,Grúa,125.66,Sí,No,5.0,
192,2025-06-13,15:09,Valencia,39.48366,-0.46105,Batería,Turismo,Proveedor B,25.8,15.6,Grúa,95.34,Sí,No,4.9,
193,2025-04-28,06:24,Bilbao,43.22958,-2.85962,Batería,Furgoneta,Proveedor B,14.5,27.4,Grúa,75.34,Sí,No,4.9,
194,2025-05-08,14:28,Valencia,39.27509,-0.36477,Batería,Turismo,Proveedor C,25.4,41.6,Grúa,75.85,Sí,No,4.6,
195,2025-08-04,16:51,Zaragoza,41.56584,-0.89296,Batería,SUV,Proveedor B,18.5,56.8,Retorno Domicilio,17.35,Sí,Sí,5.0,
196,2025-04-27,08:18,Oviedo,43.45886,-5.8285,Neumático,Turismo,Proveedor D,13.2,34.0,N/A Reparado in-situ,8.44,Sí,No,5.0,
197,2024-11-21,23:51,Sevilla,37.33428,-5.99662,Accidente,Turismo,Proveedor B,8.0,32.0,Grúa,135.84,Sí,No,4.7,
198,2024-10-28,06:49,Barcelona,41.50903,2.12902,Neumático,SUV,Proveedor A,16.4,28.3,Retorno Domicilio,44.04,Sí,No,5.0,
199,2025-05-05,23:09,Oviedo,43.37579,-5.90551,Sistema eléctrico,Turismo,Proveedor B,21.9,37.1,Taxi,28.16,Sí,No,5.0,
200,2024-12-06,08:15,Barcelona,41.31652,2.16131,Accidente,Turismo,Proveedor C,20.9,49.2,Grúa,228.87,Sí,Sí,2.4,
201,2025-07-18,07:21,Madrid,40.39961,-3.68166,Caja de cambios,Turismo,Proveedor C,26.2,77.2,Grúa,202.42,No,Sí,2.2,
202,2025-06-04,09:33,Madrid,40.35029,-3.64799,Neumático,Turismo,Proveedor B,24.2,31.4,N/A Reparado in-situ,25.43,Sí,No,4.6,
203,2025-02-12,22:09,Barcelona,41.52737,2.27912,Batería,Turismo,Proveedor A,21.2,35.2,Taxi,46.72,Sí,No,4.5,
204,2024-10-10,15:49,Sevilla,37.5255,-6.00856,Combustible,Turismo,Proveedor A,21.6,34.8,Grúa,55.05,Sí,No,4.4,
205,2025-07-10,06:10,Valencia,39.54811,-0.43653,Neumático,Turismo,Proveedor A,15.3,41.3,Taxi,19.41,Sí,No,5.0,
206,2025-03-27,14:05,Bilbao,43.29363,-2.97335,Combustible,Turismo,Proveedor D,28.0,27.3,Grúa,76.78,Sí,No,5.0,
207,2024-09-17,07:21,Oviedo,43.42088,-5.86209,Combustible,SUV,Proveedor A,1.4,51.1,Taxi,20.29,Sí,Sí,4.0,
208,2025-08-06,21:28,Oviedo,43.59783,-5.74983,Batería,Turismo,Proveedor C,19.4,31.6,Taxi,18.82,Sí,No,4.6,
209,2025-06-03,18:54,Sevilla,37.41185,-5.96707,Batería,Moto,Proveedor C,4.1,54.4,Taxi,15.23,Sí,Sí,4.9,
210,2024-11-14,21:02,Bilbao,43.27088,-2.84534,Neumático,Turismo,Proveedor A,0.0,21.1,Taxi,-6.02,Sí,No,5.0,
211,2024-12-16,23:29,Madrid,40.30659,-3.74898,Batería,Turismo,Proveedor A,10.9,17.9,Grúa,70.47,Sí,No,4.4,
212,2025-01-29,13:42,Valencia,39.49613,-0.30236,Neumático,Turismo,Proveedor B,36.7,35.8,Grúa,96.49,Sí,No,3.7,
213,2025-04-26,18:47,Bilbao,43.25934,-2.9962,Neumático,Turismo,Proveedor A,22.3,38.0,Taxi,29.29,Sí,No,4.1,
214,2025-03-25,16:31,Madrid,40.4381,-3.8485,Combustible,Moto,Proveedor C,28.5,38.1,Grúa,73.85,Sí,No,4.6,
215,2025-08-04,07:40,Bilbao,43.27832,-2.97978,Sistema eléctrico,Turismo,Proveedor A,30.4,39.5,Grúa,153.59,No,No,2.6,
216,2025-02-19,23:01,Zaragoza,41.63836,-0.92072,Neumático,Furgoneta,Proveedor A,10.5,29.0,Retorno Domicilio,18.96,Sí,No,5.0,
217,2024-12-04,16:01,Oviedo,43.36861,-5.73656,Accidente,Turismo,Proveedor A,24.0,61.3,Grúa,216.17,Sí,Sí,2.7,
218,2025-03-27,08:36,Zaragoza,41.65978,-0.79612,Batería,SUV,Proveedor B,5.7,48.6,Taxi,9.42,Sí,Sí,5.0,
219,2024-10-31,15:11,Bilbao,43.19038,-2.81346,Neumático,SUV,Proveedor A,11.7,21.8,Taxi,29.63,Sí,No,5.0,
220,2025-08-11,23:31,Oviedo,43.43376,-5.95231,Neumático,Turismo,Proveedor B,31.2,39.5,Grúa,92.12,Sí,No,4.3,
221,2025-06-04,15:38,Valencia,39.54473,-0.39263,Combustible,Moto,Proveedor B,25.4,36.2,Grúa,66.68,Sí,No,3.8,
222,2024-11-17,10:59,Sevilla,37.44964,-5.9355,Batería,SUV,Proveedor A,24.7,27.8,N/A Reparado in-situ,17.11,Sí,No,5.0,
223,2025-08-30,08:30,Zaragoza,41.69857,-0.78279,Batería,Turismo,Proveedor A,17.6,35.2,Retorno Domicilio,25.68,Sí,No,5.0,
224,2025-08-21,20:42,Sevilla,37.4078,-6.07026,Batería,Furgoneta,Proveedor B,1.5,15.3,Grúa,59.21,Sí,No,5.0,
225,2024-10-17,16:45,Madrid,40.49186,-3.73219,Neumático,SUV,Proveedor B,0.0,17.8,N/A Reparado in-situ,16.11,Sí,No,5.0,
226,2024-11-13,17:04,Madrid,40.31113,-3.5249,Batería,SUV,Proveedor D,19.0,23.4,N/A Reparado in-situ,9.5,Sí,No,5.0,
227,2025-01-19,23:19,Málaga,36.81603,-4.39742,Combustible,Turismo,Proveedor A,0.0,10.0,N/A Reparado in-situ,11.88,Sí,No,5.0,
228,2025-07-18,09:53,Madrid,40.46716,-3.76815,Neumático,SUV,Proveedor B,9.9,31.6,N/A Reparado in-situ,16.91,Sí,No,5.0,
229,2024-11-26,14:34,Madrid,40.25558,-3.80391,Batería,Turismo,Proveedor C,34.3,46.7,Grúa,108.1,Sí,Sí,4.0,
230,2025-05-30,15:29,Oviedo,43.32899,-5.88812,Motor,SUV,Proveedor C,6.1,38.8,Grúa,106.31,Sí,No,3.8,
231,2025-03-10,13:28,Valencia,39.54039,-0.40672,Motor,Turismo,Proveedor A,31.7,26.4,Grúa,208.15,Sí,No,3.4,
232,2025-06-04,07:30,Madrid,40.41035,-3.77044,Motor,SUV,Proveedor C,20.4,35.4,Grúa,161.9,Sí,No,4.2,
233,2025-07-09,15:52,Barcelona,41.36509,2.23621,Neumático,Turismo,Proveedor C,36.3,44.7,Grúa,102.7,Sí,No,4.4,
234,2025-04-06,23:12,Valencia,39.45043,-0.40029,Combustible,Turismo,Proveedor B,13.8,38.3,Taxi,14.97,Sí,No,3.9,
235,2025-08-02,22:36,Barcelona,41.37006,2.18698,Neumático,SUV,Proveedor B,15.4,46.9,N/A Reparado in-situ,10.1,Sí,Sí,5.0,
236,2025-01-08,18:53,Barcelona,41.48178,2.18413,Sistema eléctrico,Turismo,Proveedor D,18.7,55.3,Grúa,116.46,Sí,Sí,4.1,
237,2025-05-12,10:51,Sevilla,37.37776,-6.07921,Accidente,Turismo,Proveedor A,14.4,61.0,Grúa,178.87,Sí,Sí,3.4,
238,2025-05-30,13:49,Bilbao,43.24913,-2.88642,Caja de cambios,Furgoneta,Proveedor B,25.4,61.1,Grúa,195.99,Sí,Sí,3.5,
239,2025-04-25,23:12,Barcelona,41.27335,2.23363,Accidente,SUV,Proveedor A,5.8,67.5,Grúa,171.02,Sí,Sí,2.6,
240,2025-07-09,14:53,Sevilla,37.40709,-5.94566,Caja de cambios,SUV,Proveedor C,11.5,27.4,Grúa,131.22,Sí,No,4.4,
241,2024-12-15,13:41,Madrid,40.53951,-3.69277,Neumático,SUV,Proveedor A,10.7,41.9,Retorno Domicilio,27.68,Sí,No,5.0,
242,2025-04-14,16:23,Barcelona,41.41391,2.21127,Batería,Furgoneta,Proveedor C,16.8,35.5,Retorno Domicilio,47.43,No,No,4.5,
243,2025-04-05,22:42,Bilbao,43.33102,-2.97136,Motor,Turismo,Proveedor C,0.0,54.5,Grúa,96.69,Sí,Sí,4.2,
244,2025-03-28,21:39,Málaga,36.78922,-4.42982,Neumático,Furgoneta,Proveedor D,4.1,28.3,Taxi,8.68,Sí,No,5.0,
245,2024-11-05,15:08,Zaragoza,41.60862,-0.92852,Combustible,SUV,Proveedor B,8.5,42.8,N/A Reparado in-situ,19.67,Sí,No,4.2,
246,2025-01-26,22:51,Sevilla,37.46201,-5.97604,Batería,SUV,Proveedor B,17.4,11.3,Retorno Domicilio,26.22,Sí,No,5.0,
247,2024-12-20,17:46,Málaga,36.78643,-4.47864,Batería,SUV,Proveedor A,18.7,39.7,Taxi,33.31,Sí,No,4.8,
248,2025-04-24,10:55,Sevilla,37.44331,-5.92126,Batería,SUV,Proveedor A,19.9,33.7,Retorno Domicilio,34.99,Sí,No,5.0,
249,2025-04-07,14:38,Zaragoza,41.73542,-0.92679,Caja de cambios,Turismo,Proveedor A,13.9,67.5,Grúa,123.59,Sí,Sí,3.4,
250,2025-03-27,11:34,Bilbao,43.21855,-3.03911,Motor,Turismo,Proveedor C,7.2,35.6,Grúa,116.35,Sí,No,2.8,
251,2025-01-20,18:48,Valencia,39.56492,-0.25346,Motor,Turismo,Proveedor A,12.7,57.6,Grúa,136.91,Sí,Sí,3.5,
252,2025-05-30,19:13,Zaragoza,41.68284,-0.79332,Batería,Turismo,Proveedor A,24.1,38.4,Taxi,12.77,Sí,No,5.0,
253,2025-01-22,12:42,Oviedo,43.32684,-5.89245,Caja de cambios,Turismo,Proveedor C,41.3,72.2,Grúa,213.3,Sí,Sí,1.7,
254,2025-08-17,18:01,Málaga,36.88049,-4.39332,Neumático,Turismo,Proveedor B,21.5,39.3,N/A Reparado in-situ,7.18,Sí,No,5.0,
255,2025-04-08,12:59,Barcelona,41.42735,2.14615,Neumático,Moto,Proveedor C,14.0,31.7,Retorno Domicilio,20.65,Sí,No,4.9,
256,2024-09-05,21:55,Madrid,40.52453,-3.74175,Batería,Turismo,Proveedor A,33.1,24.0,Grúa,117.87,No,No,4.8,
257,2025-05-24,18:58,Oviedo,43.37684,-5.93381,Combustible,Furgoneta,Proveedor A,0.0,20.7,Taxi,10.31,Sí,No,5.0,
258,2024-09-24,15:13,Barcelona,41.30112,2.09701,Combustible,SUV,Proveedor A,13.4,21.0,Grúa,63.46,No,No,4.8,
259,2024-11-02,07:11,Barcelona,41.30974,2.2816,Batería,Furgoneta,Proveedor A,16.4,47.2,Retorno Domicilio,34.56,Sí,Sí,5.0,
260,2025-05-03,07:25,Sevilla,37.33249,-6.04147,Motor,SUV,Proveedor A,15.6,62.0,Grúa,153.29,Sí,Sí,2.9,
261,2024-09-07,10:25,Zaragoza,41.70265,-1.07872,Batería,Turismo,Proveedor A,24.8,20.8,Grúa,61.88,Sí,No,4.9,
262,2025-06-01,18:41,Valencia,39.32782,-0.30211,Batería,Turismo,Proveedor D,34.9,42.5,Grúa,106.48,Sí,No,4.0,
263,2024-10-03,18:42,Málaga,36.79957,-4.37963,Accidente,Turismo,Proveedor D,14.9,67.5,Grúa,184.59,Sí,Sí,2.0,
264,2025-08-03,10:19,Barcelona,41.35805,2.28842,Accidente,Turismo,Proveedor A,17.5,46.3,Grúa,223.63,Sí,Sí,2.6,
265,2025-01-15,07:01,Sevilla,37.46113,-5.9484,Motor,SUV,Proveedor D,27.3,65.7,Grúa,187.66,Sí,Sí,2.2,
266,2024-09-11,08:41,Málaga,36.62113,-4.36014,Sistema eléctrico,Furgoneta,Proveedor C,7.9,40.9,Grúa,80.92,Sí,No,4.5,
267,2025-05-03,21:44,Zaragoza,41.63395,-0.91484,Neumático,Moto,Proveedor A,9.5,42.7,N/A Reparado in-situ,9.35,Sí,No,3.8,
268,2025-06-02,12:59,Valencia,39.52724,-0.54484,Combustible,SUV,Proveedor C,40.9,27.0,Grúa,98.18,Sí,No,4.4,
269,2025-08-22,23:23,Oviedo,43.41299,-5.76475,Motor,Furgoneta,Proveedor B,22.4,32.4,Grúa,174.22,Sí,No,3.9,
270,2025-02-10,23:37,Zaragoza,41.742,-0.98875,Motor,Turismo,Proveedor A,24.5,25.0,Grúa,167.56,Sí,No,4.1,
271,2025-01-19,12:45,Madrid,40.3435,-3.59536,Batería,Turismo,Proveedor C,20.3,38.5,Grúa,98.85,Sí,No,3.9,
272,2024-11-21,19:53,Zaragoza,41.64356,-0.86287,Batería,Moto,Proveedor D,31.3,42.2,Grúa,92.25,Sí,No,3.0,
273,2024-10-23,21:34,Barcelona,41.45483,2.26512,Sistema eléctrico,Turismo,Proveedor A,0.0,36.9,N/A Reparado in-situ,30.59,Sí,No,5.0,
274,2025-08-29,17:19,Valencia,39.44098,-0.34298,Combustible,SUV,Proveedor D,35.6,28.3,Grúa,77.62,Sí,No,3.9,
275,2025-03-18,15:25,Zaragoza,41.70139,-0.99073,Batería,Turismo,Proveedor B,9.5,29.2,Grúa,61.91,Sí,No,4.4,
276,2024-09-10,11:33,Barcelona,41.49937,2.06123,Neumático,SUV,Proveedor A,27.1,16.4,Grúa,93.58,Sí,No,5.0,
277,2025-07-13,09:24,Barcelona,41.30912,2.05251,Combustible,SUV,Proveedor A,18.5,38.7,N/A Reparado in-situ,20.75,Sí,No,5.0,
278,2025-04-02,18:22,Valencia,39.45899,-0.29147,Motor,SUV,Proveedor A,16.6,69.7,Grúa,151.72,Sí,Sí,2.4,
279,2025-04-04,11:41,Zaragoza,41.66334,-1.02584,Neumático,SUV,Proveedor B,8.3,10.0,Retorno Domicilio,22.17,Sí,No,5.0,
280,2025-07-02,11:26,Zaragoza,41.66581,-0.80694,Motor,Turismo,Proveedor B,23.1,30.7,Grúa,165.36,Sí,No,3.6,
281,2025-05-10,09:49,Sevilla,37.22979,-5.96366,Neumático,SUV,Proveedor B,15.3,29.4,Retorno Domicilio,27.37,Sí,No,5.0,
282,2024-10-08,14:03,Málaga,36.64265,-4.5509,Batería,Turismo,Proveedor C,15.7,35.8,Taxi,16.85,No,No,5.0,
283,2024-10-13,13:23,Sevilla,37.54842,-6.05106,Neumático,Turismo,Proveedor B,19.9,37.9,N/A Reparado in-situ,11.85,Sí,No,5.0,
284,2025-02-18,23:02,Zaragoza,41.64423,-0.83041,Batería,Turismo,Proveedor C,15.4,15.1,Taxi,19.03,Sí,No,5.0,
285,2025-03-03,21:30,Oviedo,43.23835,-5.83882,Neumático,SUV,Proveedor A,29.0,52.5,Grúa,79.9,Sí,Sí,3.6,
286,2025-06-21,20:06,Zaragoza,41.7359,-0.9192,Neumático,Turismo,Proveedor A,13.2,17.0,Grúa,60.41,Sí,No,4.0,
287,2025-08-05,20:03,Madrid,40.20487,-3.59568,Batería,Turismo,Proveedor B,20.0,31.6,Taxi,35.83,Sí,No,5.0,
288,2025-05-23,16:15,Barcelona,41.46563,2.00015,Sistema eléctrico,Turismo,Proveedor A,17.1,39.3,Grúa,103.49,Sí,No,4.2,
289,2025-01-23,20:08,Bilbao,43.3027,-2.97783,Neumático,Turismo,Proveedor A,19.1,39.0,Taxi,15.96,Sí,No,4.6,
290,2024-11-04,15:54,Zaragoza,41.83336,-0.9034,Batería,Turismo,Proveedor C,38.1,18.7,Grúa,103.03,Sí,No,5.0,
291,2025-04-01,23:11,Madrid,40.24,-3.61547,Combustible,Turismo,Proveedor B,22.3,34.6,Taxi,18.0,Sí,No,5.0,
292,2025-08-08,21:27,Madrid,40.32238,-3.68272,Accidente,Turismo,Proveedor A,31.7,31.5,Grúa,252.91,Sí,No,2.7,
293,2025-07-09,12:22,Málaga,36.67769,-4.29956,Motor,Turismo,Proveedor A,12.6,52.1,Grúa,135.67,Sí,Sí,3.4,
294,2024-09-20,13:47,Valencia,39.41559,-0.40121,Batería,Turismo,Proveedor A,8.7,35.8,Taxi,20.85,Sí,No,5.0,
295,2025-05-16,08:32,Zaragoza,41.74905,-0.85777,Batería,SUV,Proveedor B,23.8,10.0,Taxi,31.91,Sí,No,5.0,
296,2025-03-29,21:53,Valencia,39.41189,-0.3603,Sistema eléctrico,SUV,Proveedor A,9.7,28.6,Taxi,48.7,Sí,No,5.0,
297,2024-10-08,15:09,Oviedo,43.54619,-5.96776,Neumático,Turismo,Proveedor A,30.4,27.3,Grúa,91.32,Sí,No,5.0,
298,2025-01-23,20:01,Bilbao,43.26423,-2.98126,Sistema eléctrico,Turismo,Proveedor C,14.0,34.3,Taxi,23.49,Sí,No,4.5,
299,2025-05-03,12:39,Madrid,40.5709,-3.78763,Sistema eléctrico,Turismo,Proveedor B,26.7,34.8,Grúa,131.17,Sí,No,3.6,
300,2024-11-08,08:57,Barcelona,41.34339,2.20131,Batería,Turismo,Proveedor A,5.6,62.2,Grúa,66.88,Sí,Sí,4.0,
301,2025-08-23,09:06,Barcelona,41.33135,2.23921,Batería,SUV,Proveedor D,26.0,26.3,Grúa,98.8,Sí,No,5.0,
302,2024-09-05,23:22,Valencia,39.38237,-0.31583,Sistema eléctrico,Turismo,Proveedor A,6.6,45.6,Taxi,28.99,Sí,Sí,4.5,
303,2025-07-11,13:50,Madrid,40.4005,-3.55928,Caja de cambios,Turismo,Proveedor D,22.0,34.2,Grúa,170.12,Sí,No,4.2,
304,2025-04-17,12:43,Málaga,36.66008,-4.6132,Batería,Moto,Proveedor C,5.8,45.8,Taxi,31.84,No,Sí,4.5,
305,2025-05-10,22:59,Valencia,39.50383,-0.37314,Combustible,Turismo,Proveedor B,18.7,30.1,Taxi,29.44,Sí,No,4.7,
306,2024-11-17,17:13,Bilbao,43.13873,-2.79533,Motor,Turismo,Proveedor B,18.2,61.8,Grúa,167.2,Sí,Sí,2.8,
307,2024-11-23,08:36,Valencia,39.35717,-0.40899,Sistema eléctrico,SUV,Proveedor B,1.4,41.2,Retorno Domicilio,39.33,Sí,No,4.6,
308,2025-05-22,16:35,Madrid,40.33161,-3.76734,Neumático,Turismo,Proveedor C,26.3,43.5,Grúa,77.77,Sí,No,4.6,
309,2025-06-09,16:58,Zaragoza,41.67099,-0.89088,Accidente,SUV,Proveedor A,30.5,40.0,Grúa,251.38,Sí,No,2.6,
310,2025-05-05,23:41,Málaga,36.61417,-4.40862,Neumático,Turismo,Proveedor C,15.6,40.2,Taxi,31.98,Sí,No,4.8,
311,2025-07-15,08:29,Madrid,40.3381,-3.62454,Neumático,Furgoneta,Proveedor C,20.6,64.6,Taxi,34.72,Sí,Sí,4.1,
312,2024-10-26,17:33,Málaga,36.72193,-4.44745,Sistema eléctrico,Turismo,Proveedor C,10.0,36.5,Taxi,29.64,Sí,No,5.0,
313,2024-11-03,09:09,Sevilla,37.37029,-6.09342,Neumático,Turismo,Proveedor C,18.5,35.3,N/A Reparado in-situ,33.2,Sí,No,4.2,
314,2025-01-17,11:21,Sevilla,37.43368,-5.99523,Combustible,SUV,Proveedor A,9.4,30.1,Taxi,13.58,Sí,No,5.0,
315,2025-07-13,07:54,Barcelona,41.43056,2.24016,Sistema eléctrico,Turismo,Proveedor B,0.0,18.8,Retorno Domicilio,47.07,Sí,No,4.1,
316,2024-10-12,12:40,Málaga,36.67215,-4.47818,Motor,Turismo,Proveedor B,8.3,36.2,Grúa,117.24,Sí,No,4.7,
317,2025-02-16,17:55,Bilbao,43.23237,-3.04007,Neumático,Turismo,Proveedor C,9.1,40.3,Retorno Domicilio,31.11,Sí,No,3.6,
318,2025-03-21,15:24,Valencia,39.49546,-0.24401,Neumático,Turismo,Proveedor B,12.6,28.7,Taxi,13.28,Sí,No,5.0,
319,2025-03-01,15:44,Sevilla,37.33929,-5.97567,Sistema eléctrico,SUV,Proveedor A,5.1,43.3,Taxi,26.95,Sí,No,4.6,
320,2025-03-23,20:26,Valencia,39.48134,-0.30833,Neumático,Turismo,Proveedor C,16.6,40.1,N/A Reparado in-situ,11.32,Sí,No,3.5,
321,2024-11-14,22:55,Valencia,39.44329,-0.2888,Motor,Turismo,Proveedor C,29.9,35.0,Grúa,208.53,Sí,No,3.8,
322,2024-10-18,15:53,Bilbao,43.34376,-3.0026,Accidente,Turismo,Proveedor C,31.3,27.2,Grúa,273.33,Sí,No,4.0,
323,2025-06-27,08:51,Madrid,40.36653,-3.71182,Neumático,Turismo,Proveedor B,11.9,55.1,Retorno Domicilio,39.11,Sí,Sí,4.8,
324,2025-04-21,14:22,Valencia,39.47471,-0.34524,Motor,SUV,Proveedor C,6.2,45.8,Grúa,128.38,Sí,Sí,4.1,
325,2025-02-08,17:45,Málaga,36.78957,-4.45095,Batería,Moto,Proveedor A,28.1,23.5,Grúa,88.73,Sí,No,3.6,
326,2024-12-15,10:47,Bilbao,43.3036,-2.86814,Motor,SUV,Proveedor A,23.4,57.0,Grúa,189.12,Sí,Sí,1.9,
327,2024-12-14,08:54,Sevilla,37.55032,-5.88125,Caja de cambios,SUV,Proveedor D,1.1,59.8,Grúa,92.72,Sí,Sí,3.2,
328,2025-08-19,15:20,Zaragoza,41.90096,-0.97898,Neumático,Furgoneta,Proveedor C,18.8,31.2,Taxi,32.68,Sí,No,5.0,
329,2025-01-16,09:09,Valencia,39.45025,-0.30737,Sistema eléctrico,Turismo,Proveedor C,19.4,10.0,Retorno Domicilio,50.45,Sí,No,5.0,
330,2025-01-06,11:37,Barcelona,41.17105,2.11821,Batería,Turismo,Proveedor A,34.4,37.2,Grúa,136.71,Sí,No,4.1,
331,2025-04-07,17:47,Bilbao,43.29338,-2.79495,Batería,Turismo,Proveedor C,19.6,31.0,Retorno Domicilio,30.26,Sí,No,4.1,
332,2025-06-15,07:17,Madrid,40.47336,-3.48391,Batería,Turismo,Proveedor B,14.1,52.5,Taxi,24.85,Sí,Sí,4.6,
333,2024-09-12,13:24,Oviedo,43.43179,-5.85183,Motor,SUV,Proveedor B,34.2,41.5,Grúa,200.51,Sí,No,3.2,
334,2024-09-04,18:18,Sevilla,37.42592,-5.96891,Motor,Moto,Proveedor B,8.6,59.8,Grúa,131.43,Sí,Sí,2.4,
335,2024-11-26,17:15,Sevilla,37.55307,-6.00737,Batería,SUV,Proveedor C,19.4,17.9,Retorno Domicilio,30.13,Sí,No,4.9,
336,2025-08-20,20:47,Oviedo,43.39378,-5.81442,Batería,Turismo,Proveedor A,21.1,31.3,Retorno Domicilio,34.23,Sí,No,4.2,
337,2025-08-27,17:11,Málaga,36.87607,-4.50734,Neumático,Turismo,Proveedor A,0.0,32.1,Retorno Domicilio,17.68,Sí,No,4.5,
338,2024-11-09,14:07,Zaragoza,41.56833,-1.02584,Caja de cambios,Furgoneta,Proveedor A,10.4,26.0,Grúa,117.64,No,No,4.2,
339,2024-12-06,09:36,Sevilla,37.36968,-6.1357,Neumático,Moto,Proveedor A,29.5,23.9,Grúa,74.26,Sí,No,5.0,
340,2025-02-13,22:47,Sevilla,37.39218,-5.86925,Caja de cambios,Moto,Proveedor B,29.0,35.4,Grúa,193.29,Sí,No,2.7,
341,2025-02-14,21:50,Madrid,40.48038,-3.61743,Neumático,Moto,Proveedor B,23.6,10.0,Taxi,27.9,Sí,No,5.0,
342,2024-12-22,23:54,Sevilla,37.42452,-5.90479,Neumático,Turismo,Proveedor A,24.3,36.8,Taxi,20.3,Sí,No,4.1,
343,2024-10-14,23:13,Bilbao,43.15667,-2.9399,Batería,Turismo,Proveedor C,2.6,29.8,Taxi,18.66,No,No,5.0,
344,2024-09-09,11:26,Málaga,36.6166,-4.26665,Caja de cambios,Turismo,Proveedor A,8.3,56.0,Grúa,116.89,Sí,Sí,3.7,
345,2024-11-01,09:49,Zaragoza,41.73658,-1.01435,Batería,SUV,Proveedor D,30.8,10.0,Grúa,102.11,Sí,No,5.0,
346,2025-01-04,21:55,Barcelona,41.44243,2.29986,Caja de cambios,Turismo,Proveedor B,14.9,56.2,Grúa,163.85,Sí,Sí,3.0,
347,2025-06-03,08:40,Zaragoza,41.66309,-0.85429,Neumático,SUV,Proveedor B,36.2,35.1,Grúa,99.84,Sí,No,4.0,
348,2024-12-26,15:41,Málaga,36.7571,-4.44603,Caja de cambios,SUV,Proveedor A,37.3,46.9,Grúa,221.17,No,Sí,2.8,
349,2025-03-15,17:03,Bilbao,43.13796,-3.02936,Neumático,Turismo,Proveedor B,19.5,55.3,Retorno Domicilio,46.75,Sí,Sí,3.8,
350,2025-05-09,14:14,Málaga,36.68333,-4.45897,Batería,Turismo,Proveedor B,12.0,39.9,Taxi,17.43,Sí,No,5.0,
351,2025-08-07,23:47,Madrid,40.40946,-3.77482,Caja de cambios,SUV,Proveedor D,20.1,28.5,Grúa,185.4,Sí,No,4.1,
352,2025-03-19,19:07,Barcelona,41.46257,2.0966,Caja de cambios,Furgoneta,Proveedor A,25.6,52.4,Grúa,204.08,Sí,Sí,1.9,
353,2025-02-12,09:14,Zaragoza,41.67197,-0.88543,Neumático,Turismo,Proveedor A,0.0,28.9,Taxi,13.63,Sí,No,5.0,
354,2025-03-14,12:40,Valencia,39.45878,-0.27989,Combustible,SUV,Proveedor A,13.4,30.1,Retorno Domicilio,29.43,Sí,No,4.9,
355,2024-09-02,15:50,Zaragoza,41.78078,-0.94658,Batería,Turismo,Proveedor A,26.1,49.6,Grúa,79.48,Sí,Sí,3.6,
356,2025-04-06,18:18,Madrid,40.32932,-3.66395,Batería,Moto,Proveedor D,3.7,17.4,Retorno Domicilio,23.35,Sí,No,4.7,
357,2025-04-28,08:16,Barcelona,41.46195,2.25633,Combustible,Turismo,Proveedor B,30.2,27.7,Grúa,77.42,Sí,No,5.0,
358,2024-10-08,18:40,Bilbao,43.27773,-3.03738,Batería,SUV,Proveedor B,0.0,26.5,Retorno Domicilio,25.52,Sí,No,4.4,
359,2024-12-24,07:02,Málaga,36.75364,-4.36413,Batería,Turismo,Proveedor B,8.6,31.0,Taxi,13.12,Sí,No,5.0,
360,2024-11-29,19:05,Málaga,36.7211,-4.3321,Motor,Moto,Proveedor B,12.7,53.5,Grúa,141.93,Sí,Sí,3.1,
